order_id;date;full_date;year;month_year;month;day_of_week;hour;name;size;category;price;quantity;revenue;ingredients;quantity_str
16384;'03.10.2015';'03.10.2015 12:29:09';2015;'01.10.2015';'October';'Saturday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16403;'03.10.2015';'03.10.2015 16:30:30';2015;'01.10.2015';'October';'Saturday';16;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16415;'03.10.2015';'03.10.2015 18:21:38';2015;'01.10.2015';'October';'Saturday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16419;'03.10.2015';'03.10.2015 19:17:07';2015;'01.10.2015';'October';'Saturday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16432;'03.10.2015';'03.10.2015 21:15:31';2015;'01.10.2015';'October';'Saturday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16441;'04.10.2015';'04.10.2015 11:51:50';2015;'01.10.2015';'October';'Sunday';11;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16455;'04.10.2015';'04.10.2015 14:47:24';2015;'01.10.2015';'October';'Sunday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16456;'04.10.2015';'04.10.2015 15:20:22';2015;'01.10.2015';'October';'Sunday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16495;'06.10.2015';'06.10.2015 12:22:10';2015;'01.10.2015';'October';'Tuesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16509;'06.10.2015';'06.10.2015 13:56:17';2015;'01.10.2015';'October';'Tuesday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16535;'06.10.2015';'06.10.2015 18:49:34';2015;'01.10.2015';'October';'Tuesday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16536;'06.10.2015';'06.10.2015 19:03:35';2015;'01.10.2015';'October';'Tuesday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16547;'06.10.2015';'06.10.2015 20:57:50';2015;'01.10.2015';'October';'Tuesday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16601;'07.10.2015';'07.10.2015 18:59:43';2015;'01.10.2015';'October';'Wednesday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;2;32.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'Two'
16619;'08.10.2015';'08.10.2015 12:19:53';2015;'01.10.2015';'October';'Thursday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16629;'08.10.2015';'08.10.2015 14:00:42';2015;'01.10.2015';'October';'Thursday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16635;'08.10.2015';'08.10.2015 15:43:04';2015;'01.10.2015';'October';'Thursday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16644;'08.10.2015';'08.10.2015 18:01:01';2015;'01.10.2015';'October';'Thursday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16648;'08.10.2015';'08.10.2015 18:44:02';2015;'01.10.2015';'October';'Thursday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16655;'08.10.2015';'08.10.2015 20:15:36';2015;'01.10.2015';'October';'Thursday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16714;'09.10.2015';'09.10.2015 21:21:17';2015;'01.10.2015';'October';'Friday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16736;'10.10.2015';'10.10.2015 14:29:27';2015;'01.10.2015';'October';'Saturday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16752;'10.10.2015';'10.10.2015 17:35:40';2015;'01.10.2015';'October';'Saturday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16769;'10.10.2015';'10.10.2015 20:30:23';2015;'01.10.2015';'October';'Saturday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16771;'10.10.2015';'10.10.2015 20:48:26';2015;'01.10.2015';'October';'Saturday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16777;'10.10.2015';'10.10.2015 22:01:14';2015;'01.10.2015';'October';'Saturday';22;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16784;'11.10.2015';'11.10.2015 12:11:50';2015;'01.10.2015';'October';'Sunday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16794;'11.10.2015';'11.10.2015 15:26:40';2015;'01.10.2015';'October';'Sunday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16859;'13.10.2015';'13.10.2015 17:38:30';2015;'01.10.2015';'October';'Tuesday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16881;'13.10.2015';'13.10.2015 22:15:05';2015;'01.10.2015';'October';'Tuesday';22;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16887;'14.10.2015';'14.10.2015 12:20:21';2015;'01.10.2015';'October';'Wednesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16892;'14.10.2015';'14.10.2015 12:32:40';2015;'01.10.2015';'October';'Wednesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16894;'14.10.2015';'14.10.2015 12:43:05';2015;'01.10.2015';'October';'Wednesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16941;'15.10.2015';'15.10.2015 11:31:19';2015;'01.10.2015';'October';'Thursday';11;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16962;'15.10.2015';'15.10.2015 13:04:46';2015;'01.10.2015';'October';'Thursday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16966;'15.10.2015';'15.10.2015 13:21:02';2015;'01.10.2015';'October';'Thursday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
16983;'15.10.2015';'15.10.2015 15:11:03';2015;'01.10.2015';'October';'Thursday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17015;'15.10.2015';'15.10.2015 18:21:02';2015;'01.10.2015';'October';'Thursday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17054;'16.10.2015';'16.10.2015 12:23:13';2015;'01.10.2015';'October';'Friday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17055;'16.10.2015';'16.10.2015 12:31:27';2015;'01.10.2015';'October';'Friday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17060;'16.10.2015';'16.10.2015 13:18:38';2015;'01.10.2015';'October';'Friday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17074;'16.10.2015';'16.10.2015 16:21:04';2015;'01.10.2015';'October';'Friday';16;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17085;'16.10.2015';'16.10.2015 18:00:23';2015;'01.10.2015';'October';'Friday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17154;'17.10.2015';'17.10.2015 20:20:35';2015;'01.10.2015';'October';'Saturday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17156;'17.10.2015';'17.10.2015 21:27:29';2015;'01.10.2015';'October';'Saturday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17158;'17.10.2015';'17.10.2015 22:01:37';2015;'01.10.2015';'October';'Saturday';22;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17177;'18.10.2015';'18.10.2015 14:11:30';2015;'01.10.2015';'October';'Sunday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17226;'20.10.2015';'20.10.2015 12:53:18';2015;'01.10.2015';'October';'Tuesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17245;'20.10.2015';'20.10.2015 17:08:42';2015;'01.10.2015';'October';'Tuesday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17265;'20.10.2015';'20.10.2015 20:24:37';2015;'01.10.2015';'October';'Tuesday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17300;'21.10.2015';'21.10.2015 15:36:35';2015;'01.10.2015';'October';'Wednesday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17308;'21.10.2015';'21.10.2015 17:14:19';2015;'01.10.2015';'October';'Wednesday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17310;'21.10.2015';'21.10.2015 17:59:40';2015;'01.10.2015';'October';'Wednesday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17313;'21.10.2015';'21.10.2015 18:42:05';2015;'01.10.2015';'October';'Wednesday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17335;'22.10.2015';'22.10.2015 12:14:31';2015;'01.10.2015';'October';'Thursday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17337;'22.10.2015';'22.10.2015 12:28:57';2015;'01.10.2015';'October';'Thursday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17412;'23.10.2015';'23.10.2015 15:04:07';2015;'01.10.2015';'October';'Friday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17431;'23.10.2015';'23.10.2015 18:39:27';2015;'01.10.2015';'October';'Friday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17432;'23.10.2015';'23.10.2015 18:47:54';2015;'01.10.2015';'October';'Friday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17466;'24.10.2015';'24.10.2015 13:35:35';2015;'01.10.2015';'October';'Saturday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17513;'24.10.2015';'24.10.2015 21:36:47';2015;'01.10.2015';'October';'Saturday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17514;'24.10.2015';'24.10.2015 21:53:54';2015;'01.10.2015';'October';'Saturday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17537;'25.10.2015';'25.10.2015 14:42:32';2015;'01.10.2015';'October';'Sunday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17553;'25.10.2015';'25.10.2015 19:24:32';2015;'01.10.2015';'October';'Sunday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17570;'27.10.2015';'27.10.2015 12:35:08';2015;'01.10.2015';'October';'Tuesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17575;'27.10.2015';'27.10.2015 13:13:36';2015;'01.10.2015';'October';'Tuesday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17581;'27.10.2015';'27.10.2015 14:27:40';2015;'01.10.2015';'October';'Tuesday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17600;'27.10.2015';'27.10.2015 17:49:50';2015;'01.10.2015';'October';'Tuesday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17614;'27.10.2015';'27.10.2015 20:01:04';2015;'01.10.2015';'October';'Tuesday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17619;'27.10.2015';'27.10.2015 21:39:13';2015;'01.10.2015';'October';'Tuesday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17621;'27.10.2015';'27.10.2015 21:47:29';2015;'01.10.2015';'October';'Tuesday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17627;'28.10.2015';'28.10.2015 11:45:05';2015;'01.10.2015';'October';'Wednesday';11;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17691;'29.10.2015';'29.10.2015 12:12:44';2015;'01.10.2015';'October';'Thursday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17698;'29.10.2015';'29.10.2015 13:06:50';2015;'01.10.2015';'October';'Thursday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17711;'29.10.2015';'29.10.2015 14:48:11';2015;'01.10.2015';'October';'Thursday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17734;'29.10.2015';'29.10.2015 18:41:38';2015;'01.10.2015';'October';'Thursday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17749;'30.10.2015';'30.10.2015 11:42:04';2015;'01.10.2015';'October';'Friday';11;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17762;'30.10.2015';'30.10.2015 13:07:36';2015;'01.10.2015';'October';'Friday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17774;'30.10.2015';'30.10.2015 15:01:40';2015;'01.10.2015';'October';'Friday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17789;'30.10.2015';'30.10.2015 18:41:15';2015;'01.10.2015';'October';'Friday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17801;'30.10.2015';'30.10.2015 21:11:15';2015;'01.10.2015';'October';'Friday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17810;'31.10.2015';'31.10.2015 12:13:20';2015;'01.10.2015';'October';'Saturday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17811;'31.10.2015';'31.10.2015 12:18:34';2015;'01.10.2015';'October';'Saturday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;2;32.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'Two'
17843;'31.10.2015';'31.10.2015 18:29:05';2015;'01.10.2015';'October';'Saturday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17867;'31.10.2015';'31.10.2015 21:10:16';2015;'01.10.2015';'October';'Saturday';21;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17882;'01.11.2015';'01.11.2015 12:31:08';2015;'01.11.2015';'November';'Sunday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17895;'01.11.2015';'01.11.2015 15:08:42';2015;'01.11.2015';'November';'Sunday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17914;'01.11.2015';'01.11.2015 18:25:18';2015;'01.11.2015';'November';'Sunday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17916;'01.11.2015';'01.11.2015 18:35:58';2015;'01.11.2015';'November';'Sunday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17920;'01.11.2015';'01.11.2015 19:00:23';2015;'01.11.2015';'November';'Sunday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17945;'02.11.2015';'02.11.2015 12:31:31';2015;'01.11.2015';'November';'Monday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17956;'02.11.2015';'02.11.2015 13:59:37';2015;'01.11.2015';'November';'Monday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17966;'02.11.2015';'02.11.2015 16:16:12';2015;'01.11.2015';'November';'Monday';16;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17981;'02.11.2015';'02.11.2015 18:41:50';2015;'01.11.2015';'November';'Monday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
17995;'03.11.2015';'03.11.2015 12:17:57';2015;'01.11.2015';'November';'Tuesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18006;'03.11.2015';'03.11.2015 14:02:39';2015;'01.11.2015';'November';'Tuesday';14;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18053;'04.11.2015';'04.11.2015 13:48:27';2015;'01.11.2015';'November';'Wednesday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18078;'04.11.2015';'04.11.2015 19:49:02';2015;'01.11.2015';'November';'Wednesday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18081;'04.11.2015';'04.11.2015 20:30:07';2015;'01.11.2015';'November';'Wednesday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18104;'05.11.2015';'05.11.2015 12:50:58';2015;'01.11.2015';'November';'Thursday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18108;'05.11.2015';'05.11.2015 13:46:36';2015;'01.11.2015';'November';'Thursday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18131;'05.11.2015';'05.11.2015 18:54:32';2015;'01.11.2015';'November';'Thursday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18186;'06.11.2015';'06.11.2015 17:50:15';2015;'01.11.2015';'November';'Friday';17;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18194;'06.11.2015';'06.11.2015 18:35:12';2015;'01.11.2015';'November';'Friday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18234;'07.11.2015';'07.11.2015 15:35:48';2015;'01.11.2015';'November';'Saturday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18236;'07.11.2015';'07.11.2015 16:21:30';2015;'01.11.2015';'November';'Saturday';16;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18266;'07.11.2015';'07.11.2015 19:30:04';2015;'01.11.2015';'November';'Saturday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18271;'07.11.2015';'07.11.2015 20:25:25';2015;'01.11.2015';'November';'Saturday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18286;'08.11.2015';'08.11.2015 13:13:56';2015;'01.11.2015';'November';'Sunday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18298;'08.11.2015';'08.11.2015 15:41:17';2015;'01.11.2015';'November';'Sunday';15;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18301;'08.11.2015';'08.11.2015 16:26:31';2015;'01.11.2015';'November';'Sunday';16;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18313;'08.11.2015';'08.11.2015 18:02:50';2015;'01.11.2015';'November';'Sunday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18350;'09.11.2015';'09.11.2015 13:58:58';2015;'01.11.2015';'November';'Monday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18372;'09.11.2015';'09.11.2015 19:33:15';2015;'01.11.2015';'November';'Monday';19;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18377;'09.11.2015';'09.11.2015 20:11:50';2015;'01.11.2015';'November';'Monday';20;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18396;'10.11.2015';'10.11.2015 12:34:06';2015;'01.11.2015';'November';'Tuesday';12;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18403;'10.11.2015';'10.11.2015 13:18:05';2015;'01.11.2015';'November';'Tuesday';13;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18431;'10.11.2015';'10.11.2015 18:10:54';2015;'01.11.2015';'November';'Tuesday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
18435;'10.11.2015';'10.11.2015 18:35:20';2015;'01.11.2015';'November';'Tuesday';18;'The Classic Deluxe Pizza';'M';'Classic';16.0;1;16.0;'Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon';'One'
